Номер счёта;Тип операции (пополнение/списание);Категория операции;Статус;Дата проведения;Дата транзакции;Номер платежа;Код ВО;Валюта операции;Сумма в валюте счёта;Валюта счёта;Описание операции;Назначение платежа;Счет плательщика;ИНН плательщика;КПП плательщика;Наименование плательщика;БИК банка плательщика;Корр. счет плательщика;Счет получателя;Договор получателя;ИНН получателя;КПП получателя;Наименование получателя;БИК банка получателя;Корр. счет получателя;Счет контрагента;ИНН контрагента;Наименование контрагента;БИК банка контрагента;MCC;Банк;КБК-код бюджетной классификации;Основание налогового платежа;Налоговый период;Код (УИН)
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.09.2024;11.09.2024;100048;01;643;74144;643;Разработка продукта и тестовые образцы за 09.2024;Изготовление прототипов и тестовой партии по этапу DEV-202409.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000003;DEMO-RND-001;9902000003;990201003;ООО МАКЕТ-ЛАБ;044500913;30101810999990000913;40702810999920000003;9902000003;ООО МАКЕТ-ЛАБ;044500913;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;13.09.2024;13.09.2024;100037;17;643;35129,07;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202409001;Перевод средств по реестру операций 202409001. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;14.09.2024;14.09.2024;100049;01;643;13021;643;Логистика и доставка заказов за 09.2024;Транспортные услуги по реестру LOG-202409.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000001;DEMO-LOG-001;9903000001;990301001;ООО ДЕМО ЛОГИСТИКА;044500921;30101810999990000921;40702810999930000001;9903000001;ООО ДЕМО ЛОГИСТИКА;044500921;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;16.09.2024;15.09.2024;100039;17;643;44847,48;643;Зачисление выручки СБП по реестру 202409003;Перевод средств по реестру операций 202409003. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;16.09.2024;16.09.2024;100033;01;643;84743,44;643;Оплата от покупателя по счету DEMO-202409-001;Оплата товаров по счету DEMO-202409-001. НДС не облагается.;40702810999910000004;9901000003;990101003;ООО ГАММА-МАРКЕТ;044500903;30101810999990000903;40802810999900000001;Договор DEMO-0003;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000004;9901000003;ООО ГАММА-МАРКЕТ;044500903;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;16.09.2024;16.09.2024;100055;01;643;19817;643;Коммунальные расходы за 09.2024;Электроэнергия, связь и коммунальные услуги за 09.2024.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;UTIL-DEMO-001;9903000004;990301004;ООО ОБЛАКО ДЕМО;044500924;30101810999990000925;40702810999930000005;9903000004;ООО ОБЛАКО ДЕМО;044500924;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;17.09.2024;17.09.2024;;17;643;9005,66;643;Канцелярские и хозяйственные товары;Оплата по корпоративной карте: офисные и хозяйственные расходы.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000006;;9903000006;990301006;ООО ОФИС ДЕМО;044500926;30101810999990000926;40702810999930000006;9903000006;ООО ОФИС ДЕМО;044500926;5943;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;17.09.2024;17.09.2024;100042;17;643;73683;643;Зачисление выручки СБП по реестру 202409006;Перевод средств по реестру операций 202409006. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;17.09.2024;17.09.2024;100046;01;643;111205,77;643;Оплата поставщику за партию сырья 2024-09-2;Оплата материалов и производства по счету SUP-202409-2. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000002;990201002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;30101810999990000912;40702810999920000002;9902000002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;19.09.2024;19.09.2024;100051;01;643;60005;643;Вознаграждение подрядчику за 09.2024;Оплата услуг подрядчика по акту HR-202409-1. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999940000001;DEMO-HR-001;990400000001;0;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 01;044500931;30101810999990000931;40817810999940000001;990400000001;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 01;044500931;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;20.09.2024;20.09.2024;100041;17;643;79584,56;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202409005;Перевод средств по реестру операций 202409005. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;20.09.2024;20.09.2024;100052;01;643;55396;643;Вознаграждение подрядчику за 09.2024;Оплата услуг подрядчика по акту HR-202409-2. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999940000002;DEMO-HR-002;990400000002;0;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 02;044500932;30101810999990000932;40817810999940000002;990400000002;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 02;044500932;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Услуги банка;Транзакция;20.09.2024;20.09.2024;100058;17;643;490;643;Плата за обслуживание счета;Плата за обслуживание расчетного счета за 09.2024. Договор DEMO-BANK-001.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;DEMO-BANK-001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Услуги банка;Транзакция;20.09.2024;20.09.2024;100059;17;643;199;643;Плата за услугу оповещения об операциях;Плата за уведомления и SMS-банк за 09.2024.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;DEMO-BANK-001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;21.09.2024;21.09.2024;100053;01;643;67735;643;Вознаграждение подрядчику за 09.2024;Оплата услуг подрядчика по акту HR-202409-3. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40802810999940000003;DEMO-HR-003;990400000003;0;ИП ТЕСТОВА МАРИЯ ДЕМО;044500933;30101810999990000933;40802810999940000003;990400000003;ИП ТЕСТОВА МАРИЯ ДЕМО;044500933;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;23.09.2024;21.09.2024;100035;01;643;133382,06;643;Оплата от покупателя по счету DEMO-202409-003;Оплата товаров по счету DEMO-202409-003. НДС не облагается.;40702810999910000001;9901000001;990101001;ООО АЛЬФА-ДЕМО;044500901;30101810999990000901;40802810999900000001;Договор DEMO-0001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000001;9901000001;ООО АЛЬФА-ДЕМО;044500901;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;23.09.2024;23.09.2024;100043;17;643;35436,75;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202409007;Перевод средств по реестру операций 202409007. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;23.09.2024;23.09.2024;100047;01;643;67397,44;643;Оплата поставщику за партию сырья 2024-09-3;Оплата материалов и производства по счету SUP-202409-3. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;23.09.2024;23.09.2024;100057;01;643;11533;643;Прочие операционные услуги;Разовые операционные услуги MISC-202409.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999950000001;MISC-DEMO-001;9905000001;990501001;ООО ПРОЧИЕ УСЛУГИ ДЕМО;044500941;30101810999990000941;40702810999950000001;9905000001;ООО ПРОЧИЕ УСЛУГИ ДЕМО;044500941;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;25.09.2024;25.09.2024;100038;17;643;35105,71;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202409002;Перевод средств по реестру операций 202409002. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;25.09.2024;25.09.2024;100044;17;643;85034,39;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202409008;Перевод средств по реестру операций 202409008. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Платежи в налоговую;Транзакция;25.09.2024;25.09.2024;100061;01;643;52208,15;643;ЕНП. Налог по УСН;Единый налоговый платеж. УСН 6%. Период 09.2024.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;03100643999900000001;;9900000010;990001001;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;40102810999990000999;03100643999900000001;9900000010;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;;КАЗНАЧЕЙСТВО ДЕМО;18210501011011000110;ТП;МС.09.2024;0
